Date,Time,Site_name,Sonde_Name,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
8/5/18,1:50:02,Yim Tin Tsai,Upper,1.041,30.71,31,9.62
8/5/18,2:00:02,Yim Tin Tsai,Upper,1.042,30.71,30.99,9.31
8/5/18,2:10:01,Yim Tin Tsai,Upper,1.045,30.71,31,9.66
8/5/18,2:20:02,Yim Tin Tsai,Upper,1.044,30.66,30.92,10.7
8/5/18,2:30:01,Yim Tin Tsai,Upper,1.045,30.63,30.87,12.14
8/5/18,2:40:02,Yim Tin Tsai,Upper,1.044,30.57,31,10.39
8/5/18,2:50:01,Yim Tin Tsai,Upper,1.042,30.61,30.92,10.4
8/5/18,3:00:01,Yim Tin Tsai,Upper,1.044,30.6,30.96,9.99
8/5/18,3:10:02,Yim Tin Tsai,Upper,1.044,30.6,30.97,9.95
8/5/18,3:20:01,Yim Tin Tsai,Upper,1.043,30.58,30.98,9.34
8/5/18,3:30:01,Yim Tin Tsai,Upper,1.042,30.58,30.98,9.27
8/5/18,3:40:01,Yim Tin Tsai,Upper,1.042,30.36,31.11,8.37
8/5/18,3:50:02,Yim Tin Tsai,Upper,1.04,30.37,31.14,8.75
8/5/18,4:00:02,Yim Tin Tsai,Upper,1.04,30.36,31.15,8.79
8/5/18,4:10:01,Yim Tin Tsai,Upper,1.039,30.28,31.17,7.43
8/5/18,4:20:01,Yim Tin Tsai,Upper,1.04,30.07,31.32,6.17
8/5/18,4:30:01,Yim Tin Tsai,Upper,1.042,30.36,31.1,9.29
8/5/18,4:40:01,Yim Tin Tsai,Upper,1.043,30.46,31,9.76
8/5/18,4:50:02,Yim Tin Tsai,Upper,1.045,30.46,30.96,9.81
8/5/18,5:00:02,Yim Tin Tsai,Upper,1.047,30.38,31.04,8.73
8/5/18,5:10:01,Yim Tin Tsai,Upper,1.049,30.44,30.97,8.96
8/5/18,5:20:02,Yim Tin Tsai,Upper,1.05,30.37,31.02,8.79
8/5/18,5:30:02,Yim Tin Tsai,Upper,1.046,30.35,31.02,8.61
8/5/18,5:40:01,Yim Tin Tsai,Upper,1.053,30.3,31.09,8.11
8/5/18,5:50:01,Yim Tin Tsai,Upper,1.056,30.18,31.24,7.18
8/5/18,6:00:01,Yim Tin Tsai,Upper,1.057,30.29,31.15,8.21
8/5/18,6:10:01,Yim Tin Tsai,Upper,1.052,30.28,31.14,7.38
8/5/18,6:20:02,Yim Tin Tsai,Upper,1.052,30.2,31.19,6.76
8/5/18,6:30:02,Yim Tin Tsai,Upper,1.052,30.16,31.26,5.96
8/5/18,6:40:02,Yim Tin Tsai,Upper,1.057,30.33,30.98,6.69
8/5/18,6:50:01,Yim Tin Tsai,Upper,1.055,30.31,30.98,7.8
8/5/18,7:00:02,Yim Tin Tsai,Upper,1.055,30.27,31.06,7.73
8/5/18,7:10:01,Yim Tin Tsai,Upper,1.055,30.2,31.24,7.2
8/5/18,7:20:01,Yim Tin Tsai,Upper,1.057,30.33,31.01,9.62
8/5/18,7:30:01,Yim Tin Tsai,Upper,1.058,30.18,31.07,7.74
8/5/18,7:40:01,Yim Tin Tsai,Upper,1.071,30.04,31.18,6.03
8/5/18,7:50:01,Yim Tin Tsai,Upper,1.068,30.15,31.01,8.32
8/5/18,8:00:01,Yim Tin Tsai,Upper,1.074,30.11,31.07,9.23
8/5/18,8:10:02,Yim Tin Tsai,Upper,1.075,29.97,31.19,7.44
8/5/18,8:20:02,Yim Tin Tsai,Upper,1.096,30.19,31.01,9.51
8/5/18,8:30:01,Yim Tin Tsai,Upper,1.075,30.14,31.06,8.46
8/5/18,8:40:02,Yim Tin Tsai,Upper,1.075,30.12,31.06,7.82
8/5/18,8:50:01,Yim Tin Tsai,Upper,1.066,29.95,31.23,6.72
8/5/18,9:00:01,Yim Tin Tsai,Upper,1.061,29.93,31.33,6.75
8/5/18,9:10:02,Yim Tin Tsai,Upper,1.061,29.89,31.37,6.21
8/5/18,9:20:02,Yim Tin Tsai,Upper,1.066,30.05,31.2,6.78
8/5/18,9:30:02,Yim Tin Tsai,Upper,1.074,29.91,31.41,6.15
8/5/18,9:40:02,Yim Tin Tsai,Upper,1.069,29.96,31.31,6.11
8/5/18,9:50:01,Yim Tin Tsai,Upper,1.066,29.96,31.37,6.24
8/5/18,10:00:01,Yim Tin Tsai,Upper,1.063,29.75,31.6,4.8
8/5/18,10:10:02,Yim Tin Tsai,Upper,1.065,29.95,31.45,6.91
8/5/18,10:20:01,Yim Tin Tsai,Upper,1.067,29.99,31.4,6.89
8/5/18,10:30:01,Yim Tin Tsai,Upper,1.057,29.98,31.44,7.49
8/5/18,10:40:02,Yim Tin Tsai,Upper,1.067,29.95,31.44,7.14
8/5/18,10:50:02,Yim Tin Tsai,Upper,1.06,30.01,31.45,7.1
8/5/18,11:00:01,Yim Tin Tsai,Upper,1.062,29.76,31.65,5.89
8/5/18,11:10:02,Yim Tin Tsai,Upper,1.057,30.15,31.36,8.26
8/5/18,11:20:02,Yim Tin Tsai,Upper,1.067,30.11,31.43,8.02
8/5/18,11:30:02,Yim Tin Tsai,Upper,1.062,30.34,31.32,9.57
8/5/18,11:40:01,Yim Tin Tsai,Upper,1.077,30.17,31.41,8.19
8/5/18,11:50:02,Yim Tin Tsai,Upper,1.066,30.12,31.43,8.3
8/5/18,12:00:02,Yim Tin Tsai,Upper,1.068,30,31.51,6.97
8/5/18,12:10:02,Yim Tin Tsai,Upper,1.064,30.43,31.24,8.85
8/5/18,12:20:02,Yim Tin Tsai,Upper,1.063,30.23,31.33,8.15
8/5/18,12:30:02,Yim Tin Tsai,Upper,1.064,30.47,31.25,9.26
8/5/18,12:40:01,Yim Tin Tsai,Upper,1.072,30.44,31.31,8.58
8/5/18,12:50:01,Yim Tin Tsai,Upper,1.062,30.68,31.19,10.18
8/5/18,13:00:01,Yim Tin Tsai,Upper,1.064,30.66,31.23,10.58
8/5/18,13:10:02,Yim Tin Tsai,Upper,1.065,30.68,31.18,11.06
8/5/18,13:20:01,Yim Tin Tsai,Upper,1.078,30.43,31.26,10.62
8/5/18,13:30:01,Yim Tin Tsai,Upper,1.068,30.68,31.17,10.33
8/5/18,13:40:02,Yim Tin Tsai,Upper,1.056,30.88,31.21,10.94
8/5/18,13:50:02,Yim Tin Tsai,Upper,1.047,30.94,31.15,10.44
8/5/18,14:00:02,Yim Tin Tsai,Upper,1.046,31.06,31.08,11.11
8/5/18,14:10:01,Yim Tin Tsai,Upper,1.042,31.28,31.02,11.8
8/5/18,14:20:01,Yim Tin Tsai,Upper,1.046,31.28,31,11.26
8/5/18,14:30:01,Yim Tin Tsai,Upper,1.044,31.3,30.98,11.02
8/5/18,14:40:01,Yim Tin Tsai,Upper,1.042,31.15,31,11.55
8/5/18,14:50:01,Yim Tin Tsai,Upper,1.036,31.28,30.96,11.67
8/5/18,15:00:01,Yim Tin Tsai,Upper,1.039,31.31,30.96,11.32
8/5/18,15:10:02,Yim Tin Tsai,Upper,1.05,31.19,30.99,11.32
8/5/18,15:20:02,Yim Tin Tsai,Upper,1.047,31.38,30.95,11.32
8/5/18,15:30:01,Yim Tin Tsai,Upper,1.064,31.34,30.95,10.87
8/5/18,15:40:01,Yim Tin Tsai,Upper,1.057,31.38,30.94,10.6
8/5/18,15:50:02,Yim Tin Tsai,Upper,1.063,31.4,30.92,11.22
8/5/18,16:00:02,Yim Tin Tsai,Upper,1.034,31.25,30.9,11.09
8/5/18,16:10:01,Yim Tin Tsai,Upper,1.035,31.21,30.89,11.06
8/5/18,16:20:02,Yim Tin Tsai,Upper,1.039,31.22,30.88,10.95
8/5/18,16:30:02,Yim Tin Tsai,Upper,1.034,31.22,30.88,10.94
8/5/18,16:40:01,Yim Tin Tsai,Upper,1.045,31.25,30.88,10.78
8/5/18,16:50:02,Yim Tin Tsai,Upper,1.037,31.26,30.86,10.48
8/5/18,17:00:01,Yim Tin Tsai,Upper,1.031,31.25,30.87,10.87
8/5/18,17:10:02,Yim Tin Tsai,Upper,1.046,31.25,30.86,11.21
8/5/18,17:20:02,Yim Tin Tsai,Upper,1.055,31.26,30.87,9.46
8/5/18,17:30:01,Yim Tin Tsai,Upper,1.053,31.27,30.85,10.02
8/5/18,17:40:02,Yim Tin Tsai,Upper,1.034,31.38,30.85,12.5
8/5/18,17:50:02,Yim Tin Tsai,Upper,1.033,31.35,30.87,12.02
8/5/18,18:00:01,Yim Tin Tsai,Upper,1.034,31.38,30.84,12.26
8/5/18,18:10:01,Yim Tin Tsai,Upper,1.036,31.43,30.82,12.82
8/5/18,18:20:02,Yim Tin Tsai,Upper,1.039,31.48,30.8,13.02
8/5/18,18:30:01,Yim Tin Tsai,Upper,1.038,31.46,30.79,14.07
8/5/18,18:40:01,Yim Tin Tsai,Upper,1.037,31.43,30.81,12.72
8/5/18,18:50:01,Yim Tin Tsai,Upper,1.037,31.38,30.85,12.57
8/5/18,19:00:02,Yim Tin Tsai,Upper,1.039,31.44,30.82,13.1
8/5/18,19:10:01,Yim Tin Tsai,Upper,1.038,31.39,30.83,12.57
8/5/18,19:20:01,Yim Tin Tsai,Upper,1.04,31.37,30.84,12.41
8/5/18,19:30:01,Yim Tin Tsai,Upper,1.046,31.46,30.8,12.85
8/5/18,19:40:01,Yim Tin Tsai,Upper,1.043,31.43,30.81,12.69
8/5/18,19:50:01,Yim Tin Tsai,Upper,1.045,31.46,30.8,12.57
8/5/18,20:00:01,Yim Tin Tsai,Upper,1.046,31.38,30.84,12.38
8/5/18,20:10:01,Yim Tin Tsai,Upper,1.048,31.32,30.88,12.16
8/5/18,20:20:01,Yim Tin Tsai,Upper,1.05,31.42,30.85,11.68
8/5/18,20:30:02,Yim Tin Tsai,Upper,1.053,31.45,30.82,12.08
8/5/18,20:40:01,Yim Tin Tsai,Upper,1.054,31.48,30.78,12.06
8/5/18,20:50:02,Yim Tin Tsai,Upper,1.053,31.39,30.84,11.39
8/5/18,21:00:02,Yim Tin Tsai,Upper,1.054,31.42,30.8,11.68
8/5/18,21:10:01,Yim Tin Tsai,Upper,1.056,31.39,30.81,12.26
8/5/18,21:20:02,Yim Tin Tsai,Upper,1.057,31.4,30.82,12.09
8/5/18,21:30:01,Yim Tin Tsai,Upper,1.057,31.37,30.82,11.97
8/5/18,21:40:02,Yim Tin Tsai,Upper,1.059,31.25,30.88,11.3
8/5/18,21:50:01,Yim Tin Tsai,Upper,1.061,31.37,30.79,11.61
8/5/18,22:00:02,Yim Tin Tsai,Upper,1.062,31.27,30.82,11.4
8/5/18,22:10:01,Yim Tin Tsai,Upper,1.06,31.29,30.82,11.08
8/5/18,22:20:01,Yim Tin Tsai,Upper,1.062,31.26,30.89,11.27
8/5/18,22:30:02,Yim Tin Tsai,Upper,1.062,31.25,30.91,10.54
8/5/18,22:40:01,Yim Tin Tsai,Upper,1.06,31.24,30.9,10.54
8/5/18,22:50:02,Yim Tin Tsai,Upper,1.062,31.21,30.93,10.71
8/5/18,23:00:01,Yim Tin Tsai,Upper,1.06,31.3,30.87,11.48
8/5/18,23:10:01,Yim Tin Tsai,Upper,1.059,31.29,30.86,11.37
8/5/18,23:20:01,Yim Tin Tsai,Upper,1.059,31.14,30.94,10.78
8/5/18,23:30:02,Yim Tin Tsai,Upper,1.059,31.19,30.93,11.18
8/5/18,23:40:02,Yim Tin Tsai,Upper,1.059,30.97,31.04,9.25
8/5/18,23:50:02,Yim Tin Tsai,Upper,1.057,31.22,30.9,11.19
8/6/18,0:00:01,Yim Tin Tsai,Upper,1.057,30.97,30.98,9.88
8/6/18,0:10:01,Yim Tin Tsai,Upper,1.058,31.04,30.99,9.58
8/6/18,0:20:01,Yim Tin Tsai,Upper,1.056,31.15,30.93,10.63
8/6/18,0:30:02,Yim Tin Tsai,Upper,1.055,31.16,30.91,10.78
8/6/18,0:40:01,Yim Tin Tsai,Upper,1.056,31.18,30.84,10.19
8/6/18,0:50:01,Yim Tin Tsai,Upper,1.055,31.23,30.83,10.5
8/6/18,1:00:01,Yim Tin Tsai,Upper,1.054,31.41,30.73,11.75
8/6/18,1:10:01,Yim Tin Tsai,Upper,1.051,31.3,30.74,9.84
8/6/18,1:20:02,Yim Tin Tsai,Upper,1.051,31.25,30.76,10.47
8/6/18,1:30:02,Yim Tin Tsai,Upper,1.05,31.28,30.77,11.4
8/6/18,1:40:02,Yim Tin Tsai,Upper,1.049,31.28,30.76,10.84
8/6/18,1:50:01,Yim Tin Tsai,Upper,1.047,31.27,30.75,10.69
8/6/18,2:00:01,Yim Tin Tsai,Upper,1.047,31.3,30.7,10.96
8/6/18,2:10:01,Yim Tin Tsai,Upper,1.047,31.27,30.69,9.78
8/6/18,2:20:02,Yim Tin Tsai,Upper,1.047,31.27,30.63,9.67
8/6/18,2:30:01,Yim Tin Tsai,Upper,1.046,31.3,30.63,10.46
8/6/18,2:40:01,Yim Tin Tsai,Upper,1.046,31.32,30.63,10.36
8/6/18,2:50:02,Yim Tin Tsai,Upper,1.047,31.33,30.61,11.63
8/6/18,3:00:01,Yim Tin Tsai,Upper,1.046,31.3,30.62,11.37
8/6/18,3:10:01,Yim Tin Tsai,Upper,1.048,31.33,30.68,11.47
8/6/18,3:20:01,Yim Tin Tsai,Upper,1.049,31.31,30.72,11.29
8/6/18,3:30:01,Yim Tin Tsai,Upper,1.048,31.24,30.77,10.59
8/6/18,3:40:02,Yim Tin Tsai,Upper,1.046,31.17,30.8,10.51
8/6/18,3:50:01,Yim Tin Tsai,Upper,1.047,31.18,30.8,10.2
8/6/18,4:00:02,Yim Tin Tsai,Upper,1.048,31.28,30.72,10.98
8/6/18,4:10:01,Yim Tin Tsai,Upper,1.046,31.15,30.79,10.35
8/6/18,4:20:02,Yim Tin Tsai,Upper,1.047,31.29,30.7,10.76
8/6/18,4:30:01,Yim Tin Tsai,Upper,1.048,31.34,30.66,10.93
8/6/18,4:40:01,Yim Tin Tsai,Upper,1.048,31.15,30.76,9.75
8/6/18,4:50:01,Yim Tin Tsai,Upper,1.048,31.16,30.74,9.09
8/6/18,5:00:01,Yim Tin Tsai,Upper,1.048,31.14,30.77,9.85
8/6/18,5:10:01,Yim Tin Tsai,Upper,1.05,31.09,30.78,9.63
8/6/18,5:20:02,Yim Tin Tsai,Upper,1.049,31.03,30.8,9.84
8/6/18,5:30:01,Yim Tin Tsai,Upper,1.048,31.12,30.77,10.01
8/6/18,5:40:01,Yim Tin Tsai,Upper,1.048,31.23,30.72,10.26
8/6/18,5:50:02,Yim Tin Tsai,Upper,1.049,31.26,30.7,10.09
8/6/18,6:00:01,Yim Tin Tsai,Upper,1.049,31.17,30.72,9.67
8/6/18,6:10:02,Yim Tin Tsai,Upper,1.051,31.17,30.68,9.29
8/6/18,6:20:02,Yim Tin Tsai,Upper,1.052,31.18,30.67,9.96
8/6/18,6:30:02,Yim Tin Tsai,Upper,1.052,31.23,30.64,10.34
8/6/18,6:40:01,Yim Tin Tsai,Upper,1.053,31.19,30.65,10.23
8/6/18,6:50:02,Yim Tin Tsai,Upper,1.053,31.15,30.69,10.05
8/6/18,7:00:01,Yim Tin Tsai,Upper,1.054,31.11,30.69,10.04
8/6/18,7:10:02,Yim Tin Tsai,Upper,1.055,31.09,30.7,10.08
8/6/18,7:20:01,Yim Tin Tsai,Upper,1.053,31.13,30.69,9.97
8/6/18,7:30:02,Yim Tin Tsai,Upper,1.054,31.02,30.52,10.08
8/6/18,7:40:02,Yim Tin Tsai,Upper,1.055,31.02,30.63,10.23
8/6/18,7:50:02,Yim Tin Tsai,Upper,1.056,30.9,30.54,10.75
8/6/18,8:00:01,Yim Tin Tsai,Upper,1.056,30.97,30.61,10.36
