DateTime,Depth(m),Temperature (℃),Salinity(ppt),Dissolved oxygen (mg/L)
2018-06-04 8:10:01,3.798,27.31,33.1,6.15
2018-06-04 8:20:01,3.795,27.31,33.03,5.9
2018-06-04 8:30:01,3.792,27.31,33.1,6.02
2018-06-04 8:40:01,3.79,27.31,33.07,5.96
2018-06-04 8:50:01,3.792,27.31,33.15,6.18
2018-06-04 9:00:01,3.796,27.31,33.18,6.22
2018-06-04 9:10:02,3.8,27.32,33.25,6.33
2018-06-04 9:20:01,3.8,27.32,32.96,6.36
2018-06-04 9:30:01,3.807,27.32,33.09,6.3
2018-06-04 9:40:01,3.805,27.31,33.12,6.19
2018-06-04 9:50:01,3.792,27.32,33.22,6.13
2018-06-04 10:00:01,3.792,27.32,33.1,6.16
2018-06-04 10:10:01,3.807,27.35,33.11,6.21
2018-06-04 10:20:02,3.809,27.34,33.13,6.1
2018-06-04 10:30:01,3.792,27.33,33.1,6.22
2018-06-04 10:40:02,3.784,27.35,33.24,6.13
2018-06-04 10:50:01,3.803,27.35,33.21,6.11
2018-06-04 11:00:02,3.838,27.35,33.19,6.25
2018-06-04 11:10:01,3.89,27.35,33.22,6.3
2018-06-04 11:20:02,3.913,27.36,33.28,6.42
2018-06-04 11:30:01,3.911,27.34,33.32,6.2
2018-06-04 11:40:02,3.928,27.38,33.3,6.39
2018-06-04 11:50:02,3.933,27.36,33.3,6.43
2018-06-04 12:00:02,3.926,27.37,33.29,6.37
2018-06-04 12:10:01,3.923,27.36,33.3,6.51
2018-06-04 12:20:01,3.917,27.4,33.31,6.5
2018-06-04 12:30:01,3.912,27.42,33.31,6.58
2018-06-04 12:40:02,3.909,27.4,33.32,6.65
2018-06-04 12:50:01,3.91,27.45,33.32,6.58
2018-06-04 13:00:02,3.908,27.42,33.32,6.47
2018-06-04 13:10:02,3.906,27.42,33.31,6.6
2018-06-04 13:20:01,3.902,27.42,33.23,6.59
2018-06-04 13:30:01,3.9,27.49,33.27,6.36
2018-06-04 13:40:02,3.896,27.46,33.37,6.56
2018-06-04 13:50:01,3.893,27.49,33.32,6.41
2018-06-04 14:00:02,3.894,27.47,33.23,6.48
2018-06-04 14:10:02,3.898,27.47,33.21,6.5
2018-06-04 14:20:02,3.895,27.5,33.17,6.55
2018-06-04 14:30:02,3.89,27.49,33.26,6.2
2018-06-04 14:40:01,3.887,27.52,33.31,6.38
2018-06-04 14:50:01,3.883,27.56,33.35,6.53
2018-06-04 15:00:02,3.879,27.51,33.23,6.42
2018-06-04 15:50:02,3.899,27.51,34.15,6.56
2018-06-04 16:00:02,3.935,27.5,34.15,6.44
2018-06-04 16:10:01,3.903,27.51,34.15,6.56
2018-06-04 16:20:01,3.893,27.48,34.15,6.57
2018-06-04 16:30:02,3.868,27.49,34.15,6.63
2018-06-04 16:40:01,3.894,27.5,34.15,6.61
2018-06-04 16:50:02,3.893,27.5,34.15,6.68
2018-06-04 17:00:02,3.893,27.5,34.14,6.66
2018-06-04 17:10:01,3.888,27.51,34.14,6.65
2018-06-04 17:20:01,3.891,27.52,34.14,6.63
2018-06-04 17:30:02,3.891,27.51,34.15,6.53
2018-06-04 17:40:01,3.892,27.54,34.15,6.57
2018-06-04 17:50:01,3.891,27.54,34.15,6.47
2018-06-04 18:00:01,3.895,27.54,34.15,6.57
2018-06-04 18:10:01,3.894,27.54,34.15,6.57
2018-06-04 18:20:01,3.891,27.55,34.15,6.67
2018-06-04 18:30:01,3.892,27.54,34.15,6.67
2018-06-04 18:40:01,3.889,27.54,34.15,6.58
2018-06-04 18:50:02,3.894,27.54,34.15,6.58
2018-06-04 19:00:02,3.889,27.51,34.15,6.29
2018-06-04 19:10:01,3.891,27.53,34.15,6.44
2018-06-04 19:20:02,3.894,27.52,34.15,6.37
2018-06-04 19:30:01,3.893,27.52,34.15,6.36
2018-06-04 19:40:02,3.892,27.49,34.14,6.36
2018-06-04 19:50:01,3.891,27.49,34.15,6.2
2018-06-04 20:00:02,3.893,27.5,34.15,6.22
2018-06-04 20:10:02,3.895,27.49,34.15,6.14
2018-06-04 20:20:01,3.895,27.49,34.15,6.26
2018-06-04 20:30:01,3.896,27.5,34.15,6.17
2018-06-04 20:40:01,3.895,27.49,34.15,6.2
2018-06-04 20:50:02,3.896,27.53,34.14,6.44
2018-06-04 21:00:01,3.896,27.49,34.15,6.25
2018-06-04 21:10:01,3.898,27.48,34.15,6.21
2018-06-04 21:20:02,3.899,27.48,34.15,6.19
2018-06-04 21:30:01,3.899,27.47,34.15,6.16
2018-06-04 21:40:02,3.9,27.45,34.15,6.12
2018-06-04 21:50:02,3.899,27.45,34.15,6.24
2018-06-04 22:00:01,3.898,27.41,34.14,6.21
2018-06-04 22:10:01,3.899,27.41,34.14,6.22
2018-06-04 22:20:02,3.901,27.42,34.14,6.24
2018-06-04 22:30:01,3.899,27.42,34.14,6.17
2018-06-04 22:40:01,3.902,27.41,34.14,6.18
2018-06-04 22:50:02,3.9,27.42,34.14,6.18
2018-06-04 23:00:02,3.898,27.42,34.14,6.14
2018-06-04 23:10:02,3.899,27.45,34.14,6.25
2018-06-04 23:20:01,3.896,27.42,34.14,6.12
2018-06-04 23:30:01,3.894,27.43,34.14,6.14
2018-06-04 23:40:02,3.894,27.45,34.14,6.22
2018-06-04 23:50:02,3.893,27.45,34.14,6.22
2018-06-05 0:00:02,3.894,27.45,34.14,6.21
2018-06-05 0:10:01,3.896,27.44,34.14,6.16
2018-06-05 0:20:01,3.898,27.45,34.14,6.19
2018-06-05 0:30:01,3.897,27.47,34.14,6.19
2018-06-05 0:40:01,3.895,27.45,34.14,6.2
2018-06-05 0:50:02,3.894,27.45,34.14,6.13
2018-06-05 1:00:01,3.896,27.45,34.14,5.98
2018-06-05 1:10:02,3.898,27.44,34.15,5.92
2018-06-05 1:20:02,3.896,27.45,34.15,5.89
2018-06-05 1:30:01,3.895,27.44,34.15,5.79
2018-06-05 1:40:01,3.894,27.43,34.15,5.87
2018-06-05 1:50:02,3.894,27.47,34.16,5.78
2018-06-05 2:00:01,3.893,27.46,34.16,5.74
2018-06-05 2:10:02,3.893,27.45,34.16,5.75
2018-06-05 2:20:01,3.89,27.44,34.16,5.73
2018-06-05 2:30:01,3.889,27.45,34.15,5.72
2018-06-05 2:40:01,3.891,27.43,34.15,5.8
2018-06-05 2:50:02,3.892,27.43,34.15,5.71
2018-06-05 3:00:01,3.892,27.42,34.15,5.49
2018-06-05 3:10:01,3.893,27.44,34.15,5.64
2018-06-05 3:20:01,3.896,27.44,34.16,5.63
2018-06-05 3:30:01,3.899,27.45,34.16,5.5
2018-06-05 3:40:02,3.899,27.45,34.17,5.48
2018-06-05 3:50:02,3.898,27.38,34.19,4.46
2018-06-05 4:00:01,3.897,27.45,34.17,5.33
2018-06-05 4:10:02,3.896,27.45,34.17,5.38
2018-06-05 4:20:02,3.895,27.44,34.17,5.39
2018-06-05 4:30:02,3.896,27.44,34.17,5.37
2018-06-05 4:40:01,3.897,27.43,34.17,5.4
2018-06-05 4:50:02,3.9,27.43,34.17,5.36
2018-06-05 5:00:01,3.902,27.42,34.17,5.18
2018-06-05 5:10:02,3.903,27.43,34.17,5.31
2018-06-05 5:20:01,3.901,27.42,34.18,5.22
2018-06-05 5:30:01,3.901,27.41,34.18,5.14
2018-06-05 5:40:01,3.902,27.42,34.17,5.32
2018-06-05 5:50:02,3.903,27.41,34.18,5.18
2018-06-05 6:00:01,3.902,27.41,34.16,5.08
2018-06-05 6:10:02,3.902,27.4,34.17,5.49
2018-06-05 6:20:02,3.902,27.4,34.17,5.42
2018-06-05 6:30:01,3.903,27.4,34.15,5.76
2018-06-05 6:40:01,3.903,27.4,34.16,5.56
2018-06-05 6:50:01,3.905,27.4,34.15,5.67
2018-06-05 7:00:01,3.908,27.37,34.12,5.8
2018-06-05 7:10:02,3.908,27.37,34.12,5.81
2018-06-05 7:20:01,3.907,27.38,34.12,5.69
2018-06-05 7:30:02,3.904,27.38,34.12,5.72
2018-06-05 7:40:02,3.902,27.37,34.11,5.86
2018-06-05 7:50:01,3.901,27.35,34.09,5.93
2018-06-05 8:00:01,3.9,27.39,34.14,5.69
2018-06-05 8:10:01,3.901,27.41,34.16,5.62
2018-06-05 8:20:02,3.901,27.39,34.13,5.58
2018-06-05 8:30:02,3.901,27.39,34.14,5.67
2018-06-05 8:40:01,3.898,27.38,34.11,5.68
2018-06-05 8:50:02,3.905,27.39,34.11,5.71
2018-06-05 9:00:01,3.905,27.37,34.11,5.87
2018-06-05 9:10:02,3.91,27.36,34.09,5.89
2018-06-05 9:20:01,3.918,27.4,34.14,5.83
2018-06-05 9:30:01,3.912,27.27,34.21,5.39
2018-06-05 9:40:01,3.892,27.31,34.21,5.4
2018-06-05 9:50:02,3.883,27.33,34.2,5.43
2018-06-05 10:00:01,3.883,27.34,34.2,5.48
2018-06-05 10:10:02,3.88,27.3,34.21,5.39
2018-06-05 10:20:02,3.884,27.35,34.2,5.43
2018-06-05 10:30:01,3.902,27.29,34.22,5.42
2018-06-05 10:40:01,3.904,27.3,34.22,5.38
2018-06-05 10:50:01,3.917,27.3,34.21,5.62
2018-06-05 11:00:01,3.914,27.31,34.21,5.6
2018-06-05 11:10:02,3.924,27.32,34.2,5.6
2018-06-05 11:20:02,3.922,27.34,34.19,5.47
2018-06-05 11:30:02,3.92,27.34,34.21,5.52
2018-06-05 11:40:02,3.939,27.32,34.21,5.57
2018-06-05 11:50:02,3.935,27.34,34.2,5.55
2018-06-05 12:00:01,3.938,27.28,34.22,5.76
2018-06-05 12:10:02,3.937,27.29,34.2,5.79
2018-06-05 12:20:02,3.938,27.31,34.18,5.82
2018-06-05 12:30:01,3.933,27.29,34.18,5.79
2018-06-05 12:40:02,3.931,27.31,34.19,5.67
2018-06-05 12:50:01,3.925,27.32,34.16,5.68
2018-06-05 13:00:01,3.917,27.34,34.18,5.73
2018-06-05 13:10:01,3.917,27.28,34.16,5.72
2018-06-05 13:20:01,3.931,27.28,34.18,5.87
2018-06-05 13:30:02,3.935,27.26,34.16,5.96
2018-06-05 13:40:01,3.934,27.25,34.17,5.89
2018-06-05 13:50:01,3.933,27.23,34.14,5.87
2018-06-05 14:00:02,3.939,27.29,34.15,5.78
2018-06-05 14:10:01,3.943,27.35,34.11,5.79
2018-06-05 14:20:02,3.935,27.35,34.11,5.77
2018-06-05 14:30:01,3.927,27.27,34.13,5.62
2018-06-05 14:40:02,3.913,27.37,34.04,5.82
2018-06-05 14:50:01,3.916,27.41,34.03,5.79
2018-06-05 15:00:02,3.927,27.34,34.07,5.72
2018-06-05 15:10:01,3.926,27.38,34.01,5.8
2018-06-05 15:20:02,3.927,27.33,34.07,5.75
2018-06-05 15:30:02,3.928,27.33,34.08,5.61
2018-06-05 15:40:02,3.923,27.29,33.94,5.47
2018-06-05 15:50:01,3.921,27.31,33.95,5.42
2018-06-05 16:00:01,3.922,27.31,33.93,5.61
2018-06-05 16:10:02,3.922,27.3,34.02,5.53
2018-06-05 16:20:02,3.923,27.35,33.99,5.65
2018-06-05 16:30:01,3.923,27.35,33.99,5.73
2018-06-05 16:40:02,3.922,27.35,34.01,5.78
2018-06-05 16:50:01,3.919,27.36,33.99,5.92
2018-06-05 17:00:01,3.918,27.35,33.97,5.8
2018-06-05 17:10:02,3.918,27.38,33.95,6.03
2018-06-05 17:20:01,3.919,27.35,34.01,5.79
2018-06-05 17:30:02,3.919,27.37,33.95,5.84
2018-06-05 17:40:02,3.921,27.36,33.92,5.8
2018-06-05 17:50:01,3.919,27.35,34.12,5.71
2018-06-05 18:00:01,3.92,27.37,34.1,5.9
2018-06-05 18:10:02,3.922,27.4,34.09,5.9
2018-06-05 18:20:02,3.924,27.4,34.1,5.94
2018-06-05 18:30:02,3.925,27.4,34.09,5.88
2018-06-05 18:40:02,3.927,27.4,34.07,5.86
2018-06-05 18:50:02,3.927,27.4,34.09,5.88
2018-06-05 19:00:01,3.926,27.41,34.09,5.86
2018-06-05 19:10:02,3.928,27.36,34.11,5.64
2018-06-05 19:20:01,3.928,27.36,34.11,5.58
2018-06-05 19:30:01,3.931,27.38,34.11,5.65
2018-06-05 19:40:01,3.931,27.4,34.11,5.7
2018-06-05 19:50:01,3.934,27.4,34.09,5.8
2018-06-05 20:00:01,3.933,27.4,34.09,5.97
2018-06-05 20:10:01,3.933,27.39,34.06,5.95
2018-06-05 20:20:01,3.933,27.35,34.03,5.9
2018-06-05 20:30:02,3.943,27.34,34.03,5.83
2018-06-05 20:40:01,3.94,27.32,33.91,5.93
2018-06-05 20:50:01,3.942,27.35,33.96,5.8
2018-06-05 21:00:01,3.943,27.36,34.07,5.66
2018-06-05 21:10:01,3.946,27.36,34.02,5.65
2018-06-05 21:20:01,3.944,27.37,34.01,5.61
2018-06-05 21:30:02,3.944,27.39,34.06,5.79
2018-06-05 21:40:02,3.944,27.41,34.07,5.66
2018-06-05 21:50:01,3.943,27.42,34.06,5.63
2018-06-05 22:00:02,3.943,27.4,34.05,5.7
2018-06-05 22:10:02,3.941,27.39,34.04,5.63
2018-06-05 22:20:01,3.941,27.4,34.02,5.53
2018-06-05 22:30:01,3.941,27.4,33.98,5.69
2018-06-05 22:40:01,3.941,27.38,33.98,5.5
2018-06-05 22:50:02,3.94,27.36,33.95,5.5
2018-06-05 23:00:02,3.939,27.37,34,5.56
2018-06-05 23:10:02,3.938,27.36,33.96,5.76
2018-06-05 23:20:01,3.936,27.39,33.95,5.76
2018-06-05 23:30:01,3.933,27.4,33.95,5.65
2018-06-05 23:40:02,3.932,27.39,34,5.65
2018-06-05 23:50:01,3.938,27.39,33.95,5.55
2018-06-06 0:00:01,3.936,27.37,33.92,5.53
2018-06-06 0:10:01,3.934,27.36,33.94,5.53
2018-06-06 0:20:02,3.932,27.35,33.87,5.58
2018-06-06 0:30:01,3.931,27.33,33.72,5.63
2018-06-06 0:40:01,3.931,27.34,33.69,5.79
2018-06-06 0:50:02,3.93,27.34,33.65,5.7
2018-06-06 1:00:01,3.93,27.34,33.63,5.81
2018-06-06 1:10:01,3.927,27.34,33.56,5.76
2018-06-06 1:20:02,3.926,27.35,33.72,5.57
2018-06-06 1:30:02,3.925,27.34,33.69,5.7
2018-06-06 1:40:01,3.925,27.34,33.53,5.84
2018-06-06 1:50:01,3.923,27.36,33.6,5.68
2018-06-06 2:00:02,3.921,27.34,33.49,5.78
2018-06-06 2:10:02,3.918,27.35,33.35,5.78
2018-06-06 2:20:01,3.917,27.31,33.14,5.91
2018-06-06 2:30:02,3.918,27.34,32.91,5.84
2018-06-06 2:40:01,3.917,27.35,32.88,5.65
2018-06-06 2:50:01,3.917,27.29,32.9,5.88
2018-06-06 3:00:02,3.918,27.26,32.84,5.95
2018-06-06 3:10:01,3.915,27.29,32.84,5.92
2018-06-06 3:20:01,3.913,27.26,32.91,5.72
2018-06-06 3:30:01,3.914,27.25,33.02,5.77
2018-06-06 3:40:01,3.914,27.29,33.06,5.69
2018-06-06 3:50:02,3.915,27.26,33.08,5.77
2018-06-06 4:00:01,3.913,27.23,33.13,5.77
2018-06-06 4:10:01,3.917,27.23,33.05,5.82
2018-06-06 4:20:01,3.916,27.18,33,5.84
2018-06-06 4:30:01,3.919,27.2,32.79,5.78
2018-06-06 4:40:01,3.918,27.18,32.92,5.91
2018-06-06 4:50:01,3.92,27.11,32.71,5.97
2018-06-06 5:00:02,3.919,27.03,32.64,6.08
2018-06-06 5:10:02,3.917,27.13,32.91,5.87
2018-06-06 5:20:02,3.919,27.06,32.61,5.97
2018-06-06 5:30:01,3.917,27.13,32.93,5.97
2018-06-06 5:40:02,3.916,27.2,32.77,6.05
2018-06-06 5:50:01,3.919,27.24,32.88,5.92
2018-06-06 6:00:01,3.92,27.21,32.89,5.98
2018-06-06 6:10:02,3.92,27.37,33.07,5.92
2018-06-06 6:20:02,3.916,27.39,33.1,5.87
2018-06-06 6:30:02,3.912,27.38,33.06,5.85
2018-06-06 6:40:01,3.915,27.36,33.04,5.94
2018-06-06 6:50:02,3.916,27.33,32.96,5.82
2018-06-06 7:00:02,3.917,27.32,33,5.93
2018-06-06 7:10:01,3.919,27.22,32.85,5.94
2018-06-06 7:20:01,3.923,27.21,32.93,6.03
2018-06-06 7:30:01,3.925,27.13,32.65,6.12
2018-06-06 7:40:01,3.926,27.07,32.68,6.18
2018-06-06 7:50:01,3.926,27.13,32.74,6.02
2018-06-06 8:00:01,3.919,27.11,32.76,6.03
2018-06-06 8:10:02,3.919,27.12,32.8,5.9
2018-06-06 8:20:01,3.919,27.11,32.76,5.87
2018-06-06 8:30:01,3.919,27.07,32.67,6.04
2018-06-06 8:40:02,3.919,27.06,32.66,6.11
2018-06-06 8:50:01,3.916,27.04,32.75,6.12
2018-06-06 9:00:02,3.916,27.04,32.64,6.06
2018-06-06 9:10:02,3.915,27.05,32.6,6.07
2018-06-06 9:20:02,3.917,27.05,32.62,6.04
2018-06-06 9:30:02,3.921,26.99,32.49,6.26
2018-06-06 9:40:01,3.927,27.08,32.59,6.12
2018-06-06 9:50:01,3.928,27.13,32.56,6.23
2018-06-06 10:00:02,3.928,27.06,32.52,6.26
2018-06-06 10:10:02,3.928,27.05,32.54,6.2
2018-06-06 10:20:02,3.93,27,32.43,6.22
2018-06-06 10:30:01,3.93,26.98,32.45,6.04
2018-06-06 10:40:01,3.927,26.98,32.23,6.18
2018-06-06 10:50:01,3.925,26.97,32.07,6.1
2018-06-06 11:00:02,3.93,26.98,29.82,6.17
2018-06-06 11:10:01,3.933,26.93,30.18,6.2
2018-06-06 11:20:01,3.928,26.92,30.1,6.2
2018-06-06 11:30:01,3.926,26.97,30.08,6.17
2018-06-06 11:40:01,3.927,27,30.38,6.17
2018-06-06 11:50:02,3.927,27.03,30.35,6.13
2018-06-06 12:00:02,3.927,27.07,30.59,5.87
2018-06-06 12:10:01,3.925,27.04,30.69,6.03
2018-06-06 12:20:01,3.93,27.03,30.94,5.99
2018-06-06 12:30:02,3.922,27.05,30.78,5.96
2018-06-06 12:40:01,3.921,27.08,31.02,5.98
2018-06-06 12:50:02,3.907,27.02,31.19,5.99
2018-06-06 13:00:02,3.9,27.05,31.45,5.89
2018-06-06 13:10:01,3.9,27.11,31.99,5.69
2018-06-06 13:20:02,3.904,27.17,32.38,5.33
2018-06-06 13:30:02,3.901,27.15,32.53,5.48
2018-06-06 13:40:01,3.906,27.17,32.53,5.31
2018-06-06 13:50:01,3.906,27.19,32.73,5.03
2018-06-06 14:00:02,3.901,27.21,32.79,4.65
2018-06-06 14:10:01,3.895,27.18,32.87,5
2018-06-06 14:20:02,3.89,27.18,33.04,4.99
2018-06-06 14:30:02,3.888,27.24,33.06,4.04
2018-06-06 14:40:01,3.886,27.24,33.14,3.78
2018-06-06 14:50:02,3.884,27.2,33.11,4.56
2018-06-06 15:00:02,3.882,27.22,33.29,4.18
2018-06-06 15:10:02,3.881,27.23,33.32,4.31
2018-06-06 15:20:02,3.88,27.23,33.34,4.15
2018-06-06 15:30:01,3.88,27.24,33.29,4.15
2018-06-06 15:40:02,3.879,27.23,33.4,4.44
2018-06-06 15:50:02,3.881,27.24,33.46,4.36
2018-06-06 16:00:02,3.88,27.22,32.99,4.64
2018-06-06 16:10:02,3.878,27.22,33.1,4.64
2018-06-06 16:20:02,3.877,27.22,32.84,4.09
2018-06-06 16:30:02,3.876,27.22,33.11,3.96
2018-06-06 16:40:02,3.877,27.2,33.32,3.93
2018-06-06 16:50:01,3.877,27.17,33.43,3.86
2018-06-06 17:00:02,3.879,27.16,33.41,3.78
2018-06-06 17:10:02,3.899,27.17,33.58,3.65
2018-06-06 17:20:01,3.901,27.16,33.69,3.58
2018-06-06 17:30:01,3.905,27.11,33.55,3.61
2018-06-06 17:40:01,3.906,27.09,33.65,3.84
2018-06-06 17:50:01,3.902,27.13,33.57,3.62
2018-06-06 18:00:02,3.901,27.1,33.52,3.64
2018-06-06 18:10:02,3.9,27.12,33.72,3.53
2018-06-06 18:20:01,3.914,27.11,33.56,3.55
2018-06-06 18:30:01,3.92,27.11,33.57,3.74
2018-06-06 18:40:01,3.924,27.12,33.59,3.75
2018-06-06 18:50:01,3.928,27.02,33.58,4.64
2018-06-06 19:00:02,3.93,26.95,33.59,5.28
2018-06-06 19:10:01,3.931,26.94,33.68,5.46
2018-06-06 19:20:01,3.932,26.99,33.5,5.28
2018-06-06 19:30:02,3.933,27.05,33.58,4.99
2018-06-06 19:40:02,3.935,27.09,33.51,5.18
2018-06-06 19:50:01,3.936,27.08,33.64,4.89
2018-06-06 20:00:01,3.938,27.16,33.5,4.98
2018-06-06 20:10:01,3.938,27.15,33.54,5.08
2018-06-06 20:20:02,3.935,27.06,33.65,4.46
2018-06-06 20:30:02,3.938,27.06,33.52,4.32
2018-06-06 20:40:01,3.939,27.06,33.55,4.27
2018-06-06 20:50:02,3.94,27.09,33.72,3.56
2018-06-06 21:00:01,3.944,27.06,33.23,3.74
2018-06-06 21:10:01,3.943,26.99,33.53,4.44
2018-06-06 21:20:02,3.944,26.72,31.4,5.62
2018-06-06 21:30:02,3.943,26.86,32.11,5.54
2018-06-06 21:40:01,3.943,26.79,31.63,5.69
2018-06-06 21:50:02,3.94,27.07,32.79,5.27
2018-06-06 22:00:01,3.943,26.9,32.52,5.25
2018-06-06 22:10:01,3.944,26.88,32.28,5.31
2018-06-06 22:20:01,3.943,26.8,31.79,5.54
2018-06-06 22:30:01,3.943,26.89,32.34,5.55
2018-06-06 22:40:01,3.942,27.04,33.07,5.3
2018-06-06 22:50:02,3.941,27.07,33.25,4.8
2018-06-06 23:00:01,3.939,27.06,33.09,5.09
2018-06-06 23:10:02,3.939,27.07,33.26,5.21
2018-06-06 23:20:01,3.937,27.08,33.23,5.1
2018-06-06 23:30:02,3.935,27.1,33.16,5.04
2018-06-06 23:40:01,3.935,27.08,33.27,5.11
2018-06-06 23:50:01,3.932,27.07,32.97,5.09
2018-06-07 0:00:01,3.937,27.06,33.02,5.1
2018-06-07 0:10:01,3.934,27.05,33.06,5
2018-06-07 0:20:02,3.933,27.04,33.44,4.25
2018-06-07 0:30:01,3.93,27.06,33.3,4.68
2018-06-07 0:40:02,3.928,27.07,33.31,4.77
2018-06-07 0:50:01,3.936,27.06,33.2,4.84
2018-06-07 1:00:02,3.931,27.04,33.13,4.82
2018-06-07 1:10:01,3.929,26.99,32.6,5.03
2018-06-07 1:20:01,3.928,26.97,32.11,5.14
2018-06-07 1:30:01,3.927,26.93,31.98,4.94
2018-06-07 1:40:01,3.928,26.94,31.84,4.99
2018-06-07 1:50:02,3.931,26.54,29.57,5.63
2018-06-07 2:00:01,3.93,26.58,29.92,5.76
2018-06-07 2:10:02,3.932,26.61,29.21,5.87
2018-06-07 2:20:02,3.929,26.6,30.08,5.7
2018-06-07 2:30:01,3.926,26.59,30.44,5.68
2018-06-07 2:40:02,3.927,26.61,29.96,5.53
2018-06-07 2:50:01,3.926,26.62,30.41,5.65
2018-06-07 3:00:01,3.932,26.62,30.57,5.65
2018-06-07 3:10:02,3.929,26.6,30.61,5.67
2018-06-07 3:20:01,3.926,26.6,30.55,5.64
2018-06-07 3:30:02,3.924,26.56,30.36,5.79
2018-06-07 3:40:01,3.927,26.58,30.26,5.79
2018-06-07 3:50:01,3.925,26.67,31.04,5.64
2018-06-07 4:00:01,3.925,26.66,30.94,5.66
2018-06-07 4:10:01,3.93,26.64,31,5.72
2018-06-07 4:20:01,3.93,26.64,30.96,5.67
2018-06-07 4:30:02,3.931,26.67,30.63,5.54
2018-06-07 4:40:02,3.928,26.67,31.15,5.54
2018-06-07 4:50:01,3.93,26.67,31.41,5.53
2018-06-07 5:00:01,3.936,26.64,31.53,5.67
2018-06-07 5:10:02,3.934,26.63,31.5,5.59
2018-06-07 5:20:02,3.935,26.64,30.96,5.52
2018-06-07 5:30:01,3.934,26.64,31.21,5.39
2018-06-07 5:40:02,3.934,26.67,31.53,5.43
2018-06-07 5:50:01,3.933,26.69,31.7,5.42
2018-06-07 6:00:02,3.936,26.62,31.53,5.58
2018-06-07 6:10:01,3.938,26.65,31.57,5.58
2018-06-07 6:20:02,3.944,26.66,31.14,5.37
2018-06-07 6:30:01,3.946,26.67,30.99,5.42
2018-06-07 6:40:02,3.944,26.66,30.86,5.52
2018-06-07 6:50:01,3.944,26.64,30.7,5.47
2018-06-07 7:00:01,3.94,26.64,30.75,5.4
2018-06-07 7:10:02,3.941,26.58,30.26,5.66
2018-06-07 7:20:01,3.945,26.68,31.1,5.23
2018-06-07 7:30:01,3.942,26.7,31.63,5.29
2018-06-07 7:40:02,3.947,26.69,31.64,5.37
2018-06-07 7:50:01,3.944,26.7,31.42,5.31
2018-06-07 8:00:02,3.953,26.7,31.22,5.35
2018-06-07 8:10:02,3.95,26.67,31.1,5.48
2018-06-07 8:20:01,3.95,26.59,31.37,5.57
2018-06-07 8:30:01,3.952,26.62,31.43,5.62
2018-06-07 8:40:01,3.949,26.56,31.56,5.67
2018-06-07 8:50:01,3.953,26.55,31.76,5.76
2018-06-07 9:00:01,3.952,26.58,31.77,5.63
2018-06-07 9:10:02,3.95,26.65,31.96,5.54
2018-06-07 9:20:01,3.95,26.67,32.08,5.48
2018-06-07 9:30:01,3.95,26.58,31.63,5.63
2018-06-07 9:40:02,3.95,26.57,31.71,5.64
2018-06-07 9:50:02,3.948,26.62,31.94,5.62
2018-06-07 10:00:01,3.948,26.63,31.69,5.7
2018-06-07 10:10:01,3.946,26.64,31.91,5.51
2018-06-07 10:20:01,3.944,26.65,32.12,5.51
2018-06-07 10:30:01,3.944,26.64,32.02,5.49
2018-06-07 10:40:01,3.948,26.65,31.99,5.52
2018-06-07 10:50:01,3.944,26.64,31.78,5.59
2018-06-07 11:00:01,3.952,26.68,31.82,5.43
2018-06-07 11:10:02,3.952,26.7,31.84,5.42
2018-06-07 11:20:01,3.948,26.71,31.87,5.49
2018-06-07 11:30:01,3.949,26.72,32.04,5.48
2018-06-07 11:40:01,3.951,26.71,31.98,5.41
2018-06-07 11:50:02,3.943,26.72,31.88,5.51
2018-06-07 12:00:01,3.939,26.67,32.04,5.5
2018-06-07 12:10:01,3.935,26.71,31.96,5.48
2018-06-07 12:20:01,3.935,26.7,32.09,5.44
2018-06-07 12:30:01,3.936,26.66,32.1,5.43
2018-06-07 12:40:01,3.934,26.66,32.28,5.55
2018-06-07 12:50:02,3.934,26.69,32.34,5.38
2018-06-07 13:00:01,3.938,26.67,32.34,5.48
2018-06-07 13:10:01,3.933,26.68,32.37,5.41
2018-06-07 13:20:02,3.933,26.64,32.33,5.5
2018-06-07 13:30:02,3.933,26.65,32.39,5.43
2018-06-07 13:40:01,3.934,26.71,32.25,5.26
2018-06-07 13:50:01,3.933,26.65,32.4,5.26
2018-06-07 14:00:01,3.933,26.62,32.41,5.29
2018-06-07 14:10:01,3.932,26.62,32.44,5.38
2018-06-07 14:20:01,3.929,26.64,32.4,5.27
2018-06-07 14:30:01,3.927,26.64,32.35,5.23
2018-06-07 14:40:01,3.927,26.63,32.36,5.28
2018-06-07 14:50:01,3.927,26.61,32.36,5.41
2018-06-07 15:00:02,3.924,26.64,32.35,5.3
2018-06-07 15:10:02,3.924,26.7,32.38,5.05
2018-06-07 15:20:01,3.924,26.69,32.37,5.01
2018-06-07 15:30:02,3.921,26.69,32.35,5.09
2018-06-07 15:40:02,3.919,26.7,32.37,5.05
2018-06-07 15:50:02,3.918,26.69,32.52,5.12
2018-06-07 16:00:01,3.915,26.67,32.53,5.26
2018-06-07 16:10:01,3.914,26.68,32.48,5.04
2018-06-07 16:20:01,3.914,26.68,32.56,5.18
2018-06-07 16:30:01,3.914,26.67,32.48,5.22
2018-06-07 16:40:02,3.914,26.67,32.47,5.05
2018-06-07 16:50:02,3.916,26.67,32.28,5.05
